employee_id,employee_code,age,gender,marital_status,education_level,education_field,hire_date,employment_type,business_travel,distance_from_home_km,work_location,department_id,job_role,job_level,manager_id,status
191,EMP00191,27,Male,Married,2,Marketing,2019-12-24 10:42:37,Full-time,Travel_Frequently,14,Remote,18,Manager,2,59.0,Active
192,EMP00192,36,Female,Married,3,HR,2018-08-28 13:11:04,Full-time,Travel_Rarely,37,Hybrid,2,Manager,3,4581.0,Attrited
193,EMP00193,46,Female,Single,1,HR,2015-09-17 13:04:50,Full-time,Travel_Frequently,45,Office,4,HR Manager,4,,Attrited
194,EMP00194,22,Male,Married,1,Life Sciences,2020-05-13 10:09:16,Full-time,Travel_Rarely,23,Hybrid,14,Manager,3,1781.0,Active
195,EMP00195,21,Male,Divorced,5,Medical,2012-09-01 11:47:42,Contract,Non-Travel,26,Hybrid,7,HR Manager,5,,Active
196,EMP00196,32,Female,Single,3,Marketing,2017-02-05 18:00:21,Full-time,Non-Travel,43,Office,15,HR Manager,1,4582.0,Attrited
197,EMP00197,25,Female,Married,5,Technical,2013-04-03 08:11:50,Contract,Non-Travel,44,Hybrid,6,Sales Executive,2,2737.0,Attrited
198,EMP00198,57,Female,Married,2,Life Sciences,2022-12-30 01:09:40,Full-time,Non-Travel,40,Hybrid,5,Sales Executive,3,1040.0,Active
199,EMP00199,52,Female,Single,2,Technical,2020-06-12 12:00:37,Full-time,Travel_Frequently,12,Remote,20,Software Engineer,4,,Attrited
200,EMP00200,29,Male,Single,3,Marketing,2012-10-25 15:48:58,Full-time,Travel_Frequently,1,Office,18,Sales Executive,4,,Attrited
201,EMP00201,55,Male,Single,2,Marketing,2020-11-15 15:09:38,Full-time,Travel_Frequently,34,Hybrid,11,Data Analyst,1,745.0,Active
202,EMP00202,39,Male,Single,3,Marketing,2016-04-22 06:39:23,Full-time,Travel_Rarely,44,Remote,8,Data Analyst,4,,Active
203,EMP00203,36,Female,Divorced,2,Marketing,2011-03-10 19:25:51,Full-time,Travel_Frequently,19,Office,12,Manager,5,,Active
204,EMP00204,23,Female,Single,4,Technical,2021-02-14 09:06:00,Full-time,Travel_Rarely,23,Hybrid,18,Data Analyst,1,2952.0,Attrited
205,EMP00205,40,Male,Divorced,1,Life Sciences,2022-09-27 03:39:23,Contract,Travel_Rarely,7,Hybrid,15,Sales Executive,5,,Active
206,EMP00206,44,Male,Divorced,4,Marketing,2013-05-21 02:51:00,Contract,Travel_Frequently,7,Hybrid,8,Software Engineer,2,1023.0,Attrited
207,EMP00207,53,Female,Single,3,HR,2016-06-02 17:11:51,Full-time,Travel_Rarely,1,Hybrid,4,HR Manager,5,,Active
208,EMP00208,44,Female,Divorced,3,Life Sciences,2021-06-24 23:13:30,Contract,Non-Travel,18,Hybrid,15,Software Engineer,2,3362.0,Active
209,EMP00209,31,Male,Single,4,HR,2017-07-05 21:08:28,Full-time,Travel_Frequently,8,Office,11,Sales Executive,5,,Active
210,EMP00210,28,Male,Single,1,Technical,2013-04-07 01:57:58,Full-time,Travel_Frequently,25,Office,1,Sales Executive,1,1909.0,Active
211,EMP00211,56,Male,Married,1,Marketing,2012-12-31 02:49:28,Full-time,Travel_Rarely,42,Remote,2,Sales Executive,2,3033.0,Attrited
212,EMP00212,58,Female,Single,5,Life Sciences,2014-09-20 18:03:34,Full-time,Travel_Frequently,29,Remote,8,Manager,5,,Attrited
213,EMP00213,40,Female,Married,2,Marketing,2019-03-12 04:10:39,Contract,Travel_Frequently,23,Remote,16,Data Analyst,5,,Active
214,EMP00214,55,Female,Divorced,5,Marketing,2016-03-25 16:28:31,Full-time,Travel_Rarely,29,Office,1,Sales Executive,4,,Active
215,EMP00215,45,Female,Married,1,Life Sciences,2022-04-02 13:03:17,Full-time,Travel_Frequently,1,Office,3,HR Manager,5,,Attrited
216,EMP00216,55,Female,Divorced,4,Marketing,2013-06-21 04:24:59,Full-time,Travel_Frequently,15,Office,18,Data Analyst,4,,Active
217,EMP00217,45,Female,Single,2,Marketing,2019-05-30 22:39:18,Full-time,Travel_Frequently,15,Hybrid,16,Data Analyst,5,,Active
218,EMP00218,49,Male,Divorced,4,Medical,2018-11-07 04:02:40,Full-time,Travel_Rarely,28,Office,20,Manager,3,4082.0,Active
219,EMP00219,38,Male,Divorced,5,Medical,2011-11-25 20:20:18,Full-time,Travel_Frequently,36,Office,20,Software Engineer,4,,Attrited
220,EMP00220,38,Female,Single,3,Life Sciences,2022-06-27 17:42:23,Full-time,Travel_Frequently,42,Hybrid,13,Data Analyst,1,1877.0,Attrited
221,EMP00221,22,Male,Divorced,4,Life Sciences,2019-01-15 04:36:12,Full-time,Travel_Frequently,40,Remote,20,Data Analyst,1,1701.0,Attrited
222,EMP00222,55,Female,Single,5,Marketing,2016-10-06 11:49:51,Full-time,Non-Travel,32,Remote,4,Sales Executive,2,1591.0,Attrited
223,EMP00223,36,Male,Married,5,HR,2011-12-15 09:46:43,Full-time,Travel_Frequently,46,Remote,4,HR Manager,1,868.0,Active
224,EMP00224,56,Female,Single,5,Life Sciences,2015-08-19 03:38:40,Full-time,Travel_Rarely,13,Hybrid,2,Sales Executive,2,4370.0,Active
225,EMP00225,53,Male,Single,3,Marketing,2010-10-26 17:48:59,Contract,Non-Travel,21,Hybrid,13,HR Manager,1,2065.0,Active
226,EMP00226,24,Male,Divorced,3,HR,2013-02-03 14:13:32,Full-time,Travel_Rarely,49,Hybrid,13,Data Analyst,4,,Active
227,EMP00227,53,Female,Married,3,Medical,2018-11-01 16:06:19,Full-time,Travel_Frequently,39,Office,20,HR Manager,3,2346.0,Active
228,EMP00228,34,Female,Single,2,Life Sciences,2022-08-13 01:14:39,Full-time,Travel_Frequently,38,Remote,7,Sales Executive,2,2641.0,Attrited
229,EMP00229,41,Male,Married,3,Marketing,2019-03-04 08:05:48,Full-time,Travel_Frequently,9,Hybrid,7,Sales Executive,3,1051.0,Attrited
230,EMP00230,40,Male,Married,3,Medical,2018-07-09 18:02:06,Full-time,Non-Travel,20,Hybrid,17,Software Engineer,5,,Active
231,EMP00231,28,Female,Divorced,3,Technical,2012-10-24 02:32:38,Contract,Travel_Frequently,20,Remote,10,Manager,5,,Attrited
232,EMP00232,27,Male,Single,4,Medical,2013-09-11 07:32:28,Full-time,Travel_Rarely,8,Remote,12,Software Engineer,3,3588.0,Active
233,EMP00233,23,Female,Divorced,3,Marketing,2017-01-03 16:36:17,Contract,Non-Travel,14,Office,16,Data Analyst,4,,Active
234,EMP00234,37,Female,Single,2,HR,2015-07-07 10:14:56,Contract,Travel_Rarely,20,Remote,2,HR Manager,3,1608.0,Attrited
235,EMP00235,53,Male,Married,5,Technical,2018-12-07 00:56:17,Contract,Travel_Rarely,35,Hybrid,9,Sales Executive,3,4516.0,Active
236,EMP00236,32,Female,Single,4,Technical,2014-09-22 04:03:18,Full-time,Travel_Rarely,45,Office,12,Sales Executive,3,4900.0,Active
237,EMP00237,42,Male,Single,1,Technical,2021-07-12 10:40:07,Contract,Travel_Rarely,21,Remote,17,Sales Executive,2,4535.0,Active
238,EMP00238,42,Male,Married,3,Life Sciences,2018-04-04 06:27:02,Full-time,Travel_Rarely,41,Office,16,Sales Executive,2,1021.0,Active
239,EMP00239,50,Female,Married,5,Marketing,2018-10-11 20:00:11,Full-time,Travel_Frequently,41,Hybrid,5,Data Analyst,3,523.0,Attrited
240,EMP00240,58,Male,Single,5,Technical,2020-05-20 20:40:26,Full-time,Travel_Rarely,22,Hybrid,19,Manager,4,,Attrited
241,EMP00241,58,Female,Divorced,4,Medical,2021-10-15 16:06:53,Full-time,Travel_Rarely,43,Hybrid,17,Software Engineer,5,,Attrited
242,EMP00242,28,Female,Single,1,HR,2019-10-10 16:58:34,Full-time,Travel_Frequently,6,Hybrid,3,Software Engineer,5,,Active
243,EMP00243,47,Female,Married,2,Marketing,2016-06-03 18:06:00,Full-time,Non-Travel,44,Office,17,Sales Executive,5,,Active
244,EMP00244,47,Male,Divorced,5,Medical,2021-01-19 11:13:31,Contract,Travel_Frequently,27,Office,15,Sales Executive,1,2453.0,Active
245,EMP00245,54,Female,Married,5,Life Sciences,2019-02-24 22:52:51,Full-time,Non-Travel,4,Hybrid,19,HR Manager,4,,Active
246,EMP00246,41,Male,Married,5,Technical,2016-04-22 01:37:20,Full-time,Travel_Rarely,4,Office,15,Sales Executive,2,3186.0,Active
247,EMP00247,50,Female,Divorced,5,Medical,2020-08-27 11:18:34,Full-time,Travel_Frequently,28,Hybrid,18,Software Engineer,5,,Active
248,EMP00248,53,Female,Married,4,Marketing,2022-01-12 13:32:42,Contract,Non-Travel,27,Hybrid,12,HR Manager,2,3393.0,Active
249,EMP00249,48,Female,Married,1,Medical,2013-09-18 18:52:49,Full-time,Non-Travel,17,Remote,12,HR Manager,2,1335.0,Attrited
250,EMP00250,53,Male,Married,5,Life Sciences,2021-01-12 04:31:18,Full-time,Travel_Frequently,39,Office,3,Sales Executive,2,2898.0,Active
251,EMP00251,25,Male,Married,2,HR,2018-01-03 02:36:46,Full-time,Travel_Frequently,38,Remote,11,HR Manager,2,1912.0,Active
252,EMP00252,39,Female,Married,2,Technical,2012-09-07 22:18:36,Full-time,Travel_Frequently,29,Hybrid,10,Manager,3,300.0,Attrited
253,EMP00253,24,Female,Married,3,Marketing,2017-09-07 12:41:47,Full-time,Travel_Frequently,40,Remote,15,Sales Executive,2,4959.0,Attrited
254,EMP00254,55,Male,Married,5,Technical,2017-06-21 16:32:31,Full-time,Travel_Frequently,7,Hybrid,11,Manager,1,1086.0,Active
255,EMP00255,37,Male,Married,5,Technical,2012-02-28 16:51:20,Full-time,Travel_Rarely,8,Hybrid,1,Sales Executive,2,84.0,Attrited
256,EMP00256,48,Male,Married,5,Technical,2022-11-06 20:58:18,Full-time,Travel_Rarely,41,Hybrid,20,Manager,5,,Active
257,EMP00257,50,Female,Single,5,Medical,2017-08-03 18:51:48,Contract,Travel_Frequently,33,Office,4,Sales Executive,2,1377.0,Active
258,EMP00258,49,Male,Single,5,Medical,2018-02-26 05:25:45,Full-time,Travel_Frequently,32,Hybrid,8,Software Engineer,5,,Active
259,EMP00259,26,Female,Married,2,HR,2014-07-20 06:03:50,Full-time,Travel_Rarely,35,Hybrid,20,Sales Executive,2,3575.0,Active
260,EMP00260,55,Male,Single,1,Life Sciences,2017-01-09 05:26:56,Full-time,Non-Travel,18,Office,13,Software Engineer,4,,Active
261,EMP00261,57,Female,Divorced,1,Marketing,2016-10-26 14:58:31,Full-time,Travel_Rarely,43,Office,17,Data Analyst,3,4986.0,Active
262,EMP00262,44,Female,Single,3,Medical,2020-12-01 23:18:48,Contract,Travel_Frequently,16,Hybrid,15,Data Analyst,5,,Active
263,EMP00263,49,Female,Married,2,Technical,2016-12-07 09:41:50,Full-time,Non-Travel,18,Office,1,Sales Executive,1,2027.0,Active
264,EMP00264,51,Male,Married,5,Life Sciences,2018-10-09 00:18:36,Full-time,Travel_Frequently,38,Hybrid,3,Software Engineer,2,4599.0,Active
265,EMP00265,55,Male,Single,1,Marketing,2016-08-09 21:16:21,Full-time,Non-Travel,25,Remote,17,Software Engineer,5,,Active
266,EMP00266,53,Male,Married,4,Marketing,2015-02-24 16:44:58,Full-time,Travel_Frequently,34,Office,4,HR Manager,3,4790.0,Active
267,EMP00267,41,Female,Divorced,4,Marketing,2018-05-03 22:39:27,Full-time,Travel_Rarely,4,Remote,8,HR Manager,2,2147.0,Active
268,EMP00268,52,Female,Divorced,4,Marketing,2014-07-17 04:34:07,Contract,Travel_Frequently,5,Hybrid,15,Manager,3,1726.0,Active
269,EMP00269,43,Male,Married,5,HR,2010-02-09 14:50:47,Contract,Travel_Rarely,14,Office,8,HR Manager,1,2811.0,Active
270,EMP00270,53,Female,Divorced,5,Marketing,2011-12-10 14:00:51,Full-time,Non-Travel,1,Office,14,Sales Executive,5,,Active
271,EMP00271,23,Female,Divorced,3,Life Sciences,2020-03-16 02:10:41,Full-time,Travel_Rarely,22,Hybrid,6,HR Manager,1,2313.0,Attrited
272,EMP00272,38,Female,Single,3,Medical,2022-03-16 22:19:26,Full-time,Non-Travel,46,Office,15,HR Manager,3,1593.0,Active
273,EMP00273,45,Male,Divorced,3,Life Sciences,2012-05-31 12:56:39,Full-time,Travel_Frequently,21,Office,20,Sales Executive,4,,Active
274,EMP00274,51,Female,Single,4,Technical,2014-02-28 09:56:17,Full-time,Travel_Rarely,13,Office,9,Sales Executive,4,,Active
275,EMP00275,23,Male,Married,5,HR,2014-02-18 17:15:00,Full-time,Non-Travel,48,Remote,5,Manager,5,,Attrited
276,EMP00276,44,Male,Single,4,HR,2016-06-13 21:57:34,Full-time,Non-Travel,36,Hybrid,13,Software Engineer,2,2840.0,Active
277,EMP00277,52,Male,Married,3,Technical,2015-05-12 17:57:16,Full-time,Non-Travel,29,Hybrid,7,HR Manager,1,4944.0,Active
278,EMP00278,42,Male,Married,5,Life Sciences,2011-09-11 07:54:45,Full-time,Non-Travel,38,Hybrid,17,Data Analyst,4,,Active
279,EMP00279,43,Male,Married,2,Life Sciences,2010-07-24 11:09:56,Full-time,Travel_Frequently,9,Office,8,Software Engineer,4,,Attrited
280,EMP00280,22,Female,Married,1,Technical,2013-02-11 10:33:25,Full-time,Travel_Frequently,33,Office,5,Sales Executive,2,1785.0,Attrited
281,EMP00281,47,Male,Married,1,Marketing,2014-05-22 02:41:57,Full-time,Travel_Frequently,22,Office,7,HR Manager,1,2917.0,Active
282,EMP00282,22,Male,Single,3,Marketing,2022-10-21 17:00:50,Full-time,Non-Travel,17,Hybrid,8,Manager,3,3445.0,Active
283,EMP00283,46,Male,Married,4,Medical,2018-03-04 20:41:14,Full-time,Travel_Frequently,23,Remote,7,Data Analyst,4,,Active
284,EMP00284,37,Female,Divorced,2,Life Sciences,2018-04-19 22:05:30,Full-time,Non-Travel,36,Hybrid,12,Software Engineer,5,,Attrited
285,EMP00285,53,Female,Divorced,5,Life Sciences,2016-05-02 04:39:43,Full-time,Non-Travel,6,Hybrid,6,HR Manager,5,,Active
286,EMP00286,29,Female,Married,4,Technical,2016-03-13 12:30:26,Full-time,Non-Travel,48,Remote,4,Sales Executive,3,99.0,Active
287,EMP00287,59,Female,Divorced,3,Technical,2013-04-10 03:28:08,Contract,Travel_Rarely,39,Office,3,Software Engineer,2,323.0,Active
288,EMP00288,49,Male,Single,4,Marketing,2019-01-24 13:26:58,Full-time,Travel_Frequently,29,Office,5,Data Analyst,2,2640.0,Attrited
289,EMP00289,46,Male,Single,3,Life Sciences,2015-11-04 04:19:57,Full-time,Travel_Frequently,27,Hybrid,19,Sales Executive,4,,Active
290,EMP00290,55,Female,Married,1,Life Sciences,2022-11-10 11:19:02,Full-time,Travel_Rarely,5,Remote,8,Data Analyst,4,,Attrited
291,EMP00291,45,Female,Married,1,HR,2020-04-18 06:32:41,Full-time,Travel_Rarely,9,Hybrid,5,HR Manager,4,,Attrited
292,EMP00292,44,Female,Married,4,Medical,2020-07-23 19:40:57,Full-time,Travel_Rarely,24,Hybrid,13,Software Engineer,3,4242.0,Attrited
293,EMP00293,33,Female,Divorced,2,Medical,2011-08-24 05:22:27,Contract,Travel_Rarely,19,Remote,10,Manager,3,2974.0,Active
294,EMP00294,27,Male,Divorced,5,Marketing,2011-12-03 10:20:48,Full-time,Non-Travel,33,Remote,6,HR Manager,4,,Active
295,EMP00295,56,Female,Single,3,Life Sciences,2011-07-03 06:11:17,Contract,Travel_Frequently,30,Office,1,HR Manager,2,4960.0,Active
296,EMP00296,40,Female,Divorced,5,HR,2021-12-08 10:15:16,Full-time,Travel_Frequently,40,Hybrid,11,Manager,1,2750.0,Active
297,EMP00297,21,Female,Single,1,Life Sciences,2017-09-26 15:05:17,Full-time,Travel_Frequently,4,Remote,20,Manager,4,,Attrited
298,EMP00298,28,Female,Divorced,2,Technical,2021-02-11 09:22:09,Full-time,Non-Travel,32,Remote,9,Sales Executive,2,1932.0,Attrited
299,EMP00299,36,Female,Single,2,Marketing,2022-03-23 22:39:28,Full-time,Travel_Frequently,49,Remote,16,Data Analyst,2,4353.0,Attrited
300,EMP00300,34,Female,Married,5,Medical,2017-01-27 15:37:38,Full-time,Travel_Rarely,1,Remote,15,HR Manager,5,,Active
301,EMP00301,32,Female,Divorced,1,Life Sciences,2013-12-12 22:14:59,Full-time,Travel_Frequently,34,Hybrid,5,Sales Executive,1,537.0,Active
302,EMP00302,43,Male,Single,5,Marketing,2016-05-14 07:18:36,Full-time,Travel_Frequently,21,Hybrid,15,Sales Executive,4,,Active
303,EMP00303,35,Male,Divorced,4,Medical,2019-08-23 01:36:34,Full-time,Non-Travel,31,Hybrid,1,HR Manager,1,713.0,Active
304,EMP00304,48,Male,Married,2,Life Sciences,2020-07-01 04:12:28,Full-time,Travel_Rarely,14,Remote,15,Data Analyst,4,,Active
305,EMP00305,54,Male,Single,2,HR,2020-09-14 17:00:05,Full-time,Travel_Rarely,26,Office,4,Manager,1,4315.0,Active
306,EMP00306,22,Male,Divorced,4,Marketing,2010-11-24 19:02:27,Contract,Travel_Rarely,22,Remote,16,HR Manager,1,4153.0,Attrited
307,EMP00307,52,Male,Divorced,1,Life Sciences,2015-06-17 21:51:57,Full-time,Travel_Frequently,34,Hybrid,7,Data Analyst,2,4839.0,Active
308,EMP00308,43,Female,Married,2,Medical,2016-05-15 07:53:52,Full-time,Travel_Rarely,33,Hybrid,8,Manager,1,2767.0,Active
309,EMP00309,42,Female,Married,3,Medical,2017-04-08 10:31:32,Full-time,Travel_Rarely,13,Hybrid,2,Software Engineer,1,990.0,Attrited
310,EMP00310,45,Male,Single,3,HR,2020-04-20 11:39:00,Full-time,Travel_Frequently,32,Office,12,HR Manager,4,,Attrited
311,EMP00311,42,Female,Divorced,1,Marketing,2011-01-23 13:50:48,Full-time,Non-Travel,8,Office,2,HR Manager,2,302.0,Active
312,EMP00312,42,Male,Divorced,4,Marketing,2022-08-15 20:00:23,Full-time,Travel_Frequently,22,Hybrid,14,Data Analyst,1,1013.0,Active
313,EMP00313,26,Female,Married,5,Life Sciences,2021-09-17 17:37:34,Full-time,Non-Travel,41,Remote,19,Sales Executive,2,3651.0,Active
314,EMP00314,35,Female,Married,1,Medical,2011-05-22 15:49:59,Full-time,Non-Travel,20,Hybrid,20,Sales Executive,2,247.0,Active
315,EMP00315,57,Female,Single,5,Medical,2021-07-06 02:16:20,Full-time,Travel_Rarely,21,Hybrid,6,Data Analyst,3,2064.0,Attrited
316,EMP00316,53,Female,Divorced,1,HR,2013-11-29 07:15:03,Contract,Travel_Rarely,34,Office,19,HR Manager,4,,Attrited
317,EMP00317,28,Female,Divorced,3,HR,2014-09-10 23:51:57,Contract,Travel_Frequently,49,Office,17,HR Manager,3,4307.0,Active
318,EMP00318,25,Female,Single,4,Marketing,2021-02-19 11:02:01,Contract,Non-Travel,30,Office,3,HR Manager,2,1610.0,Active
319,EMP00319,59,Male,Single,3,Medical,2018-01-24 06:09:10,Full-time,Travel_Frequently,6,Office,20,Software Engineer,1,3602.0,Attrited
320,EMP00320,24,Male,Married,4,Life Sciences,2015-12-08 17:52:48,Full-time,Travel_Rarely,35,Hybrid,10,Sales Executive,4,,Active
321,EMP00321,26,Female,Married,5,Technical,2021-03-30 06:51:39,Full-time,Non-Travel,27,Remote,13,Software Engineer,5,,Active
322,EMP00322,52,Male,Single,1,Life Sciences,2011-12-01 23:37:42,Full-time,Travel_Rarely,20,Hybrid,20,HR Manager,4,,Active
323,EMP00323,50,Female,Single,2,HR,2013-02-06 14:31:54,Full-time,Travel_Rarely,49,Hybrid,18,Sales Executive,3,3256.0,Attrited
324,EMP00324,55,Male,Divorced,2,Life Sciences,2010-09-02 00:07:51,Full-time,Travel_Rarely,38,Remote,19,HR Manager,4,,Active
325,EMP00325,36,Female,Single,4,Medical,2017-01-05 16:39:04,Contract,Non-Travel,40,Hybrid,17,HR Manager,1,1516.0,Active
326,EMP00326,33,Male,Single,4,Marketing,2011-07-08 14:23:51,Full-time,Non-Travel,14,Remote,8,Data Analyst,4,,Active
327,EMP00327,50,Female,Divorced,3,Technical,2018-06-03 09:45:05,Full-time,Travel_Rarely,10,Office,18,Sales Executive,5,,Active
328,EMP00328,39,Male,Single,2,Marketing,2018-07-06 06:52:05,Full-time,Non-Travel,42,Office,7,HR Manager,3,1779.0,Active
329,EMP00329,37,Female,Married,3,Technical,2014-04-23 22:48:19,Full-time,Travel_Rarely,15,Office,11,Manager,3,437.0,Active
330,EMP00330,39,Male,Married,5,Technical,2016-03-23 08:29:38,Full-time,Travel_Rarely,40,Remote,3,Manager,2,803.0,Active
331,EMP00331,48,Female,Divorced,2,Medical,2016-01-31 19:07:24,Full-time,Travel_Rarely,43,Hybrid,2,HR Manager,3,4199.0,Active
332,EMP00332,46,Female,Single,5,Medical,2021-08-08 18:54:22,Full-time,Non-Travel,48,Office,19,Data Analyst,5,,Active
333,EMP00333,57,Female,Married,1,HR,2014-01-10 06:09:28,Full-time,Travel_Frequently,3,Office,11,HR Manager,5,,Active
334,EMP00334,46,Male,Married,3,HR,2014-09-17 14:31:29,Full-time,Travel_Frequently,15,Hybrid,8,Manager,3,3806.0,Attrited
335,EMP00335,43,Male,Married,4,Technical,2010-07-22 08:53:29,Full-time,Non-Travel,45,Office,11,Sales Executive,4,,Active
336,EMP00336,29,Male,Married,2,HR,2011-10-25 05:40:25,Full-time,Non-Travel,31,Office,2,Data Analyst,5,,Active
337,EMP00337,32,Female,Single,3,Medical,2012-01-03 22:51:48,Full-time,Travel_Rarely,11,Remote,12,HR Manager,3,87.0,Active
338,EMP00338,21,Male,Single,4,HR,2015-02-02 03:58:46,Full-time,Travel_Rarely,46,Hybrid,9,Manager,3,3298.0,Active
339,EMP00339,21,Female,Single,1,Technical,2016-08-04 17:07:45,Full-time,Travel_Frequently,39,Remote,6,Sales Executive,4,,Active
340,EMP00340,54,Male,Single,2,Marketing,2019-12-15 08:30:41,Full-time,Travel_Rarely,19,Office,12,Manager,3,3577.0,Active
341,EMP00341,52,Male,Married,5,Life Sciences,2020-02-26 13:05:14,Full-time,Travel_Frequently,15,Office,18,Data Analyst,1,3821.0,Active
342,EMP00342,45,Male,Divorced,1,HR,2022-08-30 18:43:00,Contract,Travel_Frequently,38,Hybrid,5,Software Engineer,2,1050.0,Active
343,EMP00343,21,Male,Divorced,4,Medical,2022-01-14 20:09:43,Full-time,Non-Travel,20,Office,17,HR Manager,5,,Active
344,EMP00344,36,Female,Married,2,Marketing,2015-09-19 06:21:15,Full-time,Non-Travel,22,Remote,16,Sales Executive,4,,Active
345,EMP00345,59,Male,Married,2,Medical,2018-02-10 23:59:55,Full-time,Non-Travel,7,Remote,12,Data Analyst,4,,Active
346,EMP00346,25,Male,Divorced,1,HR,2011-12-12 05:19:39,Full-time,Travel_Frequently,14,Hybrid,2,Data Analyst,2,2984.0,Active
347,EMP00347,42,Female,Divorced,2,Technical,2016-05-05 12:30:47,Full-time,Non-Travel,4,Hybrid,16,Software Engineer,1,3121.0,Active
348,EMP00348,49,Female,Married,4,Life Sciences,2012-09-19 23:06:08,Full-time,Travel_Frequently,9,Office,1,Software Engineer,2,4920.0,Active
349,EMP00349,23,Male,Married,1,Life Sciences,2017-07-30 04:17:55,Full-time,Non-Travel,39,Hybrid,20,HR Manager,3,528.0,Active
350,EMP00350,32,Male,Single,5,Marketing,2013-06-05 15:58:53,Full-time,Travel_Frequently,25,Hybrid,2,HR Manager,4,,Active
351,EMP00351,46,Female,Single,1,Life Sciences,2011-03-05 06:40:20,Full-time,Travel_Rarely,47,Office,13,Data Analyst,3,2080.0,Attrited
352,EMP00352,36,Female,Divorced,1,Technical,2019-07-09 01:47:55,Full-time,Travel_Rarely,35,Office,16,HR Manager,4,,Attrited
353,EMP00353,57,Female,Married,5,Medical,2019-11-25 17:42:18,Full-time,Travel_Frequently,37,Remote,1,HR Manager,4,,Active
354,EMP00354,42,Male,Divorced,4,Technical,2014-10-20 02:41:29,Full-time,Travel_Frequently,49,Remote,19,Software Engineer,3,2779.0,Active
355,EMP00355,49,Male,Single,3,Marketing,2016-06-19 23:05:00,Full-time,Travel_Rarely,27,Hybrid,4,Data Analyst,2,3421.0,Attrited
356,EMP00356,34,Male,Single,3,Marketing,2022-02-07 12:30:26,Contract,Travel_Frequently,28,Office,20,Manager,5,,Active
357,EMP00357,48,Female,Divorced,5,Life Sciences,2019-03-07 17:35:32,Full-time,Travel_Frequently,24,Hybrid,3,Manager,5,,Active
358,EMP00358,25,Female,Single,4,Technical,2010-10-31 14:00:13,Full-time,Travel_Rarely,33,Remote,2,Sales Executive,2,4045.0,Active
359,EMP00359,50,Female,Married,2,Medical,2014-01-19 10:19:23,Full-time,Travel_Frequently,33,Hybrid,12,Software Engineer,1,1177.0,Active
